"['Issue 345260: Update video resolution constraints to the latest draft.', 'Currently Chrome/libjingle has implemented \n\nhttp://tools.ietf.org/html/draft-alvestrand-constraints-resolution-00\n\nHowever there are later drafts where the constraint parsing has changed.\n\nEx:\nFrom draft 00\ngetUserMedia({\n      video: {\n        mandatory: { minAspectRatio: 1.333, maxAspectRatio: 1.334 },\n        optional [\n          { minFrameRate: 60 },\n          { maxWidth: 640 },\n          { maxHeigth: 480 }\n        ]\n      }\n   }, successCallback, errorCallback);\n\n\nFrom draft 03:\n\ngetUserMedia({\n      video: {\n        mandatory: { aspectRatio: { min: 1.333, max: 1.334 } },\n        optional [\n          { frameRate: 60 },\n          { width: 640 },\n          { heigth: 480 }\n        ]\n\n\n\nmiu also suggested we maybe should support aspectRatio as strings:\n  ""3:2""  (instead of ""1.5"")\n  ""4:3""  (instead of ""1.3333333333333333333"")\n  ""16:9""  (etc...)', '']",0
"['Issue 561470: Implement Cast ReceiverAction for the Presentation API Cast MRP on Android', 'Tracking issue for a missing implementation feature.', '']",0
"['Issue 271636: No record of failed QUIC version negotiation is left in net-internals events log', 'Chrome Version       : 30.0.1595.0 (217006)\nOS Version: Linux\n\nIt would be nice to see this, to better understand the QUIC packets.  It is one of the few packets received with no information being logged.', '']",0
"['Issue 346587: Under certain conditions involving new objects and setInterval, string equality breaks', 'UserAgent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36\n\nSteps to reproduce the problem:\nNavigate to http://jsfiddle.net/WBpLG/21/, open developer tools, wait approximately two seconds.\n\nThe code at that link is:\n\nfunction Inner(data) {\n  if (data.tab === \'design\') {\n    console.log(\'is okay\');\n  } else {\n    console.log(""something really really bad happened"");\n  }\n}\n\nfunction outer(){\n    var my_data = {tab: \'design\'};\n    new Inner(my_data);\n}\n\ndo_it = function() {\n    setInterval(function() {\n        outer();\n        var n = 0;\n        while (n < 10000) { n++ }\n    }, 500);\n}\n\ndo_it();\n\nWhat is the expected behavior?\nIt should log \'is okay\' every half-second for perpetuity.\n\nWhat went wrong?\nIt logs \'is okay\' three times, and then \'something really really bad happened\' for perpetuity.\n\nDid this work before? N/A \n\nChrome version: 33.0.1750.117  Channel: beta\nOS Version: OS X 10.7.5\nFlash Version: Shockwave Flash 12.0 r0\n\nCalling the inner function with ""new"" seems to be necessary to cause the issue.  Likewise, running an expensive computation inside the body of the setInterval seems to be necessary.  Changing it to integers instead of strings being compared seems to make the issue go away.\n\nI\'ve confirmed that this bug does not occur in Firefox 23.0 and Safari 6.1.1.', '']",0
"['Issue 379009: IDL support for USVString (was ScalarValueString)', ""ServiceWorker, Fetch, and Encoding all reference a new ScalarValueString IDL type:\n\nhttp://encoding.spec.whatwg.org/#scalarvaluestring\n\ntl;dr version: When crossing V8->C++, take the string JS passes you and replace any unmatched UTF-16 surrogates with U+FFFD REPLACEMENT CHARACTER, so that anything downstream gets valid Unicode.\n\nNote that Blink's UTF-16 codec doesn't do this - bug 368904"", '']",0
"['Issue 98094: chrome/test/data/plugin fails licensecheck', ""$ tools/checklicenses/checklicenses.py --ignore-suppressions chrome/test/data/plugin\nUsing base directory: /usr/local/google/chromium/src\nChecking: /usr/local/google/chromium/src/chrome/test/data/plugin\n\n'chrome/test/data/plugin/java_applet.java' has non-whitelisted license 'UNKNOWN'\n'chrome/test/data/plugin/applet-tests/cookies/CookieTest.java' has non-whitelisted license 'UNKNOWN'\n'chrome/test/data/plugin/applet-tests/authenticator/AuthenticatorTest.java' has non-whitelisted license 'UNKNOWN'\n\nPlease make sure those files have license headers and make third_party/devscripts/licensecheck.pl recognize them. Patches to that script should be submitted upstream."", '']",0
"['Issue 506436: Files.app: Bottom border of toolbar is missing when the background gets white.', 'The bottom edge of the blue toolbar was removed.\nHowever, the bottom edge of the white toolbar is still needed.', '']",0
"['Issue 352010: Regression in ChromiumPerf session_restore.cold.typical_25 2014-03-13 03:40:07', 'testing', '']",0
"['Issue 27728: Clicking on omnibox does not automatically select all (for linux)', ""Chrome Version       : 4.0.245.1\nURLs (if applicable) :\nOther browsers tested:\nAdd OK or FAIL after other browsers where you have tested this issue:\nSafari 4:\nFirefox 3.x:\nIE 7:\nIE 8:\n\nWhat steps will reproduce the problem?\n1. Click on omnibox\n\nWhat is the expected result?\nThe URL in omnibox should be selected all, that way the newly typed in URL \nor search key words could replace the old one.\n\nWhat happens instead?\nCursor inserted in the position clicked, original text not selected. Have \nto do Ctrl+A to select all before type in new address or do a triple click \ninstead. Not sure if it's a bug or it is designed to be so, however in the \nolder linux version or the current windows version a single click on the \nomnibox still select all the text.\n\nPlease provide any additional information below. Attach a screenshot if\npossible."", '']",0
"['Issue 99577: Issue ID popup title overlapping on the controls', 'ChromeFrame version: 5.0.360.4\n\nRelated URL(s):http://code.google.com/p/chromium/issues/entry\n\nSteps to reproduce the issue:\n1. login to the website\n2. Select the Default option ""Open issues"" in the search drop down\n3. Click Search button\n4. Rollover the mouse on the issue ID having more summary text\n\nWhat do you expect to happen?\nTitle should not come on the controls of the issue ID\'s rollover popup title\n\nWhat do you see instead?\nTitle is overlapping on controls of the issue ID\'s rollover popup', '']",0
"['Issue 482252: Enable Panels on Chrome OS for v2 apps for all channels', ""Currently Panels can be opened on Chrome OS on the Dev or Canary channel (or from a component or whitelisted app) with:\n\nchrome.app.window.create(url, { type: 'panel' }\n\nOn other platforms or channels, this will just open a normal shell window.\n\nThis feature has been stable for quite some time. We should enable it on all channels and document it as a Chrome OS only feature."", '']",0
"['Issue 534167: Cannot drag windows to/from external display in ""touch"" mode', 'UserAgent: Mozilla/5.0 (X11; CrOS armv7l 7390.30.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.33 Safari/537.36\nPlatform: 7390.30.0 (Official Build) beta-channel veyron_minnie\n\nSteps to reproduce the problem:\n1. Connect an external display.\n2. Enter ""touch"" mode (e.g. rotating screen on Asus Flip beyond 90 degrees).\n3. Open a window, and observe that it opens on one of the screens (either laptop or external) maximized and without a ""restore"" button.\n4. Try to drag the window to the other screen:  it\'s impossible!\n5. Try to restore the window to normal size and then drag it to the other screen:  it\'s impossible because there is no restore button!\n6. Try to use the keyboard shortcuts for window management (Alt +, Alt -, Alt [, and Alt ]):  it\'s impossible because these keys do not do anything!\n7. Give up.\n\nWhat is the expected behavior?\nThe window should be draggable so that it can be moved to the other display.\n\nWhat went wrong?\nThere is no method by which the window can be moved.\n\nDid this work before? N/A \n\nChrome version: 46.0.2490.33  Channel: beta\nOS Version: 7390.30.0\nFlash Version: Shockwave Flash 19.0 r0\n\nIt\'s not particularly useful to enable ""Touchview"" mode when there is an external display connected.', '']",0
