Fix V4 toolchain complaints in ex_col_store example program WT-8530 MongoDB V4 toolchain can't build ex_col_store example program (#7299),1
review clang analyzer warnings WT-8474 review clang analyzer warnings (#7251),1
Move btree I/O functionality into the block-cache implementation WT-8466 Move btree I/O functionality into the block-cache implementation (#7248),1
Remove leaf_item_max and internal_item_max configuration strings WT-8460 Remove leaf_item_max and internal_item_max configuration strings. (#7245),1
Rename test_checksys() to test_assert_errno() WT-8459 rename test_checksys() to test_assert_errno() (#7244),1
Add diagnostic logging code to the generation drain function WT-5204 Add diagnostic logging code to the generation drain function.,1
Assert table cannot be NULL within config_table in test/format WT-8390 Assert table cannot be NULL within config_table in test/format (#7229),1
Restructure the block cache WT-8273 Restructure the block cache (#7217),1
Fix issues related to inheritance in the cpp testing framework WT-8116 Fix issues related to inheritance in the cpp testing framework (#7058),1
Define macros only when necessary in cpp files WT-8115 Define macros only when necessary in cpp files (#7044),1
"Add breakpoint to verify error macros, clean up API processing WT-8079 add breakpoint to verify error macros, clean up API processing",1
Remove discrepancy between prefix_key and prefix_search WT-8070 Remove discrepancy between prefix_key and prefix_search (#7046),1
Restore static testing that zero-length row-store values are never written WT-6457 Restore static testing that zero-length row-store values are never written. (#5833),1
Rename *.i files into *_inline.h files WT-6446 Rename *.i into *_inline.h files (#6040),1
Re-enable VLCS format stress testing in evergreen. Import wiredtiger: 38ddd74fc34c2603fd350c2175611241f5171ec4 from branch mongodb-master,1
Re-enable FLCS tests in coverage report WT-8016 Re-enable FLCS tests in coverage report. (#7237),1
Re-enable FLCS evergreen endianness tests WT-8015 Re-enable FLCS evergreen endianness tests. (#7236),1
Re-enable FLCS smoke testing in format. WT-8013 Re-enable FLCS smoke testing in format. (#7235),1
Add format support for randomly choosing RS or VLCS WT-8011 add format support for randomly choosing RS or VLCS (#6944),1
sync/checkpoint cleanup code isn't appropriate for VLCS WT-8006 sync/checkpoint cleanup code isn't appropriate for VLCS (#6942),1
Move WT_CONN_SERVER flags into their own field WT-6430 Move WT_CONN_SERVER flags into their own field. (#6264),1
Remove lsm_merge configuration option WT-4969 remove lsm_merge option from wiredtiger config (#5036),1
Restore format non-timestamp transactional testing WT-6403 restore format non-timestamp transactional testing  (#6509),1
